# Works excluded from search/collections (indexed: false at build time).
#
# TWO PRUNE WAVES (third column says which):
#  1. numeric mbcov  — 2026-07-23 coverage prune (see curation/decision-data/FINDINGS.md §5.3
#     and curation/INDEX_DECISIONS.md; per-work snapshot: curation/decision-data/site_index_scored.csv):
#     REMOVE = mbcov < 5 AND not blind-spot-whitelisted AND not verified-canonical.
#     NOTE: mbcov was fuzzy-title-matched and inflated for generic titles.
#  2. 'ledger-cleanup' — 2026-07-31 convergence on the bluegrass canon. KEEP needed
#     two independent signals: any two of {MB coverage, Strum Machine catalog,
#     BluegrassLyrics.com} — or instrumental jam canon (tune list/tab/ABC), a
#     curated-bluegrass-artist credit, or user origin. Single-signal rows pruned.
#     Every pruned title was then manually reviewed (163 rescued via keep:).
#
# POLICY (Mike, 2026-07-31): the searchable index is deliberately bluegrass +
# bluegrass-adjacent. The full archive stays on disk and resolves by direct URL;
# nothing here is deleted, and anything can come back later.
#
# Non-destructive: works stay on disk and resolve by direct URL; user-origin
# works are never pruned regardless of this list; registry keep: entries win.
#
# RESTORE a song:  ./scripts/utility curate unprune <work-id> --reason "..."
# RESTORE in bulk: delete rows here (or add keep: entries), then rebuild.
id,title,mbcov
i-can-t-take-it-like-you-can,I Can't Take It Like You Can,ledger-cleanup
i-can-t-wait-for-the-sun-to-go-down,I Can't Wait For The Sun To Go Down,ledger-cleanup
i-can-t-wait-to-dream-that-dream-again,I Can't Wait To Dream That Dream Again,ledger-cleanup
i-can-t-win-for-losing-you,I Can't Win For Losing You,ledger-cleanup
i-can-turn-you-every-way-but-loose,I Can Turn You Every Way But Loose,ledger-cleanup
i-cant-believe-she-gives-it-all-to-me,I Can’t Believe She Gives It All To Me,ledger-cleanup
i-cant-believe-that-youre-in-love-with-me,I Can’t Believe That You’re In Love With Me,ledger-cleanup
i-cant-escape-from-you,I Can’t Escape From You,ledger-cleanup
i-cant-say-goodbye-to-you,I Can’t Say Goodbye to You,ledger-cleanup
i-cant-unlove-you,I Can’t Unlove You,ledger-cleanup
i-care,I Care,ledger-cleanup
i-cared-for-you-more-than-i-knew,I Cared For You More Than I Knew,ledger-cleanup
i-chased-you-till-you-caught-me,I Chased You Till You Caught Me,ledger-cleanup
i-cheated-me-right-out-of-you,I Cheated Me Right Out Of You,ledger-cleanup
i-cheated-on-a-good-womans-love,I Cheated On A Good Woman’s Love,ledger-cleanup
i-come-home-a-drinkin,I Come Home A Drinkin',ledger-cleanup
i-could-be-makin-love-to-you,I Could Be Makin' Love To You,ledger-cleanup
i-could-love-the-devil-out-of-you-lyrics-chords,I Could Love The Devil Out Of You Lyrics chords,ledger-cleanup
i-could-love-you-darling,I Could Love You Darling,ledger-cleanup
i-could-love-you-more,I Could Love You More,ledger-cleanup
i-could-never-be-ashamed-of-you-1,I Could Never Be Ashamed Of You,ledger-cleanup
i-could-never-give-you-up,I Could Never Give You Up,ledger-cleanup
i-could-sing-all-night,I Could Sing All Night,ledger-cleanup
i-could-use-another-you,I Could Use Another You,ledger-cleanup
i-couldn-t-be-me-without-you,I Couldn't Be Me Without You,ledger-cleanup
i-couldn-t-believe-it-was-true,I Couldn't Believe it Was True,ledger-cleanup
i-couldn-t-leave-you-if-i-tried,I Couldn't Leave You If I Tried,ledger-cleanup
i-couldn-t-love-you-more,I Couldn't Love You More,ledger-cleanup
i-couldn-t-see-you-leaving,I Couldn't See You Leaving,ledger-cleanup
i-couldn-t-stand-the-thought-of-losing-you,I Couldn't Stand The Thought Of Losing You,ledger-cleanup
i-d-be-the-first-to-fall-in-love-again,I'd Be The First To Fall In Love Again,ledger-cleanup
i-d-build-a-bridge,I'd Build A Bridge,ledger-cleanup
i-d-dance-every-dance-with-you,I'd Dance Every Dance With You,ledger-cleanup
i-d-do-as-much-for-you,I'd Do As Much For You,ledger-cleanup
i-d-just-love-to-lay-you-down,I'd Just Love To Lay You Down,ledger-cleanup
i-d-know-you-anywhere,I'd Know You Anywhere,ledger-cleanup
i-d-lie-to-you-for-your-love,I'd Lie To You For Your Love,ledger-cleanup
i-d-like-to-help-you-out,I'd Like To Help You Out,ledger-cleanup
i-d-like-to-sleep-till-i-get-over-you,I'd Like To Sleep Till I Get Over You,ledger-cleanup
i-d-like-to-tell-you,I'd Like To Tell You,ledger-cleanup
i-d-love-to-live-with-you-again,I'd Love To Live With You Again,ledger-cleanup
i-d-rather-fall-in-love-with-you,I'd Rather Fall In Love With You,ledger-cleanup
i-d-rather-have-you,I'd Rather Have You,ledger-cleanup
i-d-rather-loan-you-out,I'd Rather Loan You Out,ledger-cleanup
i-d-rather-see-you-wave-goodbye,I'd Rather See You Wave Goodbye,ledger-cleanup
i-d-rather-stay-home,I'd Rather Stay Home,ledger-cleanup
i-d-run-a-mile-to-you,I'd Run A Mile To You,ledger-cleanup
i-d-still-want-you,I'd Still Want You,ledger-cleanup
i-didn-t-have-the-heart-to-say-goodbye,I Didn't Have The Heart To Say Goodbye,ledger-cleanup
i-didn-t-have-to-break-up-someone-s-home,I Didn't Have To Break Up Someone's Home,ledger-cleanup
i-didn-t-mean-to-love-you,I Didn't Mean To Love You,ledger-cleanup
i-didn-t-think-i-loved-you,I Didn't Think I Loved You,ledger-cleanup
i-didn-t-think-of-you-at-all,I Didn't Think Of You At All,ledger-cleanup
i-do-cherish-you,I Do Cherish You,ledger-cleanup
i-do-my-swinging-at-home,I Do My Swinging At Home,ledger-cleanup
i-do-my-swinging-at-home-1,I Do My Swinging At Home,ledger-cleanup
i-don-t-apologize-for-loving-you,I Don't Apologize For Loving You,ledger-cleanup
i-don-t-believe-i-ll-fall-in-love-today,I Don't Believe I'll Fall in Love Today,ledger-cleanup
i-don-t-believe-that-s-how-you-feel,I Don't Believe That's How You Feel,ledger-cleanup
i-don-t-believe-you-love-me-anymore,I Don't Believe You Love Me Anymore,ledger-cleanup
i-don-t-believe-you-ve-met-my-baby,I Don't Believe You've Met My Baby,ledger-cleanup
i-don-t-care-if-you-love-me-anymore,I Don't Care If You Love Me Anymore,ledger-cleanup
i-don-t-care-just-as-long-as-you-love-me,I Don't Care Just As Long As You Love Me,ledger-cleanup
i-don-t-get-no-better-without-you,I Don't Get No Better Without You,ledger-cleanup
i-don-t-have-a-reason-to-go-to-california-anymore,I Don't Have a Reason To Go To California Anymore,ledger-cleanup
i-don-t-have-far-to-fall,I Don't Have Far To Fall,ledger-cleanup
i-don-t-know-when-that-will-be,I Don't Know When That Will Be,ledger-cleanup
i-don-t-know-why-i-keep-loving-you,I Don't Know Why I Keep Loving You,ledger-cleanup
i-don-t-know-why-i-love-you-but-i-do,I Don't Know Why I Love You But I Do,ledger-cleanup
i-don-t-know-you-anymore,I Don't Know You (Anymore),ledger-cleanup
i-don-t-like-to-talk-about-me,I Don't Like to Talk About Me,ledger-cleanup
i-don-t-love-you-anymore,I Don't Love You Anymore,ledger-cleanup
i-don-t-love-you-much,I Don't Love You Much,ledger-cleanup
i-don-t-mind,I Don't Mind,ledger-cleanup
i-don-t-need-nothin-you-ain-t-got,I Don't Need Nothin' You Ain't Got,ledger-cleanup
i-don-t-need-you,I Don't Need You,ledger-cleanup
i-don-t-owe-you-nothing,I Don't Owe You Nothing,ledger-cleanup
i-don-t-see-how-i-can-love-you-anymore,I Don't See How I Can Love You Anymore,ledger-cleanup
i-don-t-see-me-in-your-eyes-anymore,I Don't See Me In Your Eyes Anymore,ledger-cleanup
i-don-t-think-i-d-believe-you,I Don't Think I'd Believe You,ledger-cleanup
i-don-t-think-i-m-ready-for-you,I Don't Think I'm Ready For You,ledger-cleanup
i-don-t-trust-you-anymore,I Don't Trust You Anymore,ledger-cleanup
i-don-t-wanna-love-you,I Don't Wanna Love You,ledger-cleanup
i-don-t-wanna-talk-it-over-anymore,I Don't Wanna Talk It Over Anymore,ledger-cleanup
i-don-t-wanna-tell-you,I Don't Wanna Tell You,ledger-cleanup
i-don-t-want-my-golden-slippers,I Don't Want My Golden Slippers,ledger-cleanup
i-don-t-want-no-stranger-sleepin-in-my-bed,I Don't Want No Stranger Sleepin' In My Bed,ledger-cleanup
i-don-t-want-to-love-you,I Don't Want To Love You,ledger-cleanup
i-don-t-want-to-talk-it-over-anymore,I Don't Want To Talk It Over Anymore,ledger-cleanup
i-don-t-want-to-wake-you,I Don't Want to Wake You,ledger-cleanup
i-don-t-want-you-to-go,I Don't Want You To Go,ledger-cleanup
i-dont-feel-at-home,I Don’t Feel At Home,ledger-cleanup
i-dont-have-a-prayer-without-you,I Don’t Have A Prayer Without You,ledger-cleanup
i-dont-know-why-i-just-do,I Don’t Know Why I Just Do,ledger-cleanup
i-dont-want-to-have-to-marry-you,I Don’t Want To Have To Marry You,ledger-cleanup
i-dream-of-jeannie-with-the-light-brown-hair,I Dream Of Jeannie With The Light Brown Hair,ledger-cleanup
i-dreamed-my-baby-came-home,I Dreamed My Baby Came Home,ledger-cleanup
i-dreamed-of-the-great-judgment-morning,I Dreamed Of The Great Judgment Morning,ledger-cleanup
i-dreamed-of-the-old-rugged-cross,I Dreamed Of The Old Rugged Cross,ledger-cleanup
i-fall-easy,I Fall Easy,ledger-cleanup
i-feel-at-home,I Feel At Home,ledger-cleanup
i-feel-like-going-home-lyrics-and-chords,I Feel Like Going Home Lyrics and Chords,ledger-cleanup
i-feel-like-traveling-on,I Feel Like Traveling On,ledger-cleanup
i-feel-that-i-ve-known-you-forever,I Feel That I've Known You Forever,ledger-cleanup
i-find-you-cheating-on-me,I Find You Cheating On Me,ledger-cleanup
i-forget-you-everyday,I Forget You Everyday,ledger-cleanup
i-found-heaven,I Found Heaven,ledger-cleanup
i-found-my-jesus-and-he-wasn-t-even-lost,I Found My Jesus And He Wasn't Even Lost,ledger-cleanup
i-found-you-just-in-time,I Found You Just In Time,ledger-cleanup
i-gave-up-on-trying-to-get-over-you,I Gave Up On Trying To Get Over You,ledger-cleanup
i-get-along-with-you,I Get Along With You,ledger-cleanup
i-go-crazy-but-i-can-t-let-you-go,I Go Crazy (But I Can't Let You Go),ledger-cleanup
i-go-crazy-from-the-heart,I Go Crazy From The Heart,ledger-cleanup
i-got-home-just-in-time-to-say-goodbye,I Got Home Just In Time To Say Goodbye,ledger-cleanup
i-got-religion-last-saturday-night,I Got Religion Last Saturday Night,ledger-cleanup
i-got-wine-on-my-mind,I Got Wine On My Mind,ledger-cleanup
i-got-your-word-you-got-mine,I Got Your Word You Got Mine,ledger-cleanup
i-gotta-get-to-you,I Gotta Get to You,ledger-cleanup
i-gotta-have-you,I Gotta Have You,ledger-cleanup
i-gotta-talk-to-your-heart,I Gotta Talk To Your Heart,ledger-cleanup
i-guess-i-had-too-much-to-dream-last-night,I Guess I Had Too Much To Dream Last Night,ledger-cleanup
i-guess-i-m-crazy,I Guess I'm Crazy,ledger-cleanup
i-guess-i-m-getting-over-you,I Guess I'm Getting Over You,ledger-cleanup
i-guess-i-m-getting-tired-of-loving-you,I Guess I'm Getting Tired Of Loving You,ledger-cleanup
i-guess-it-never-hurts-to-hurt-sometimes,I Guess It Never Hurts To Hurt Sometimes,ledger-cleanup
i-guess-you-had-to-be-there,I Guess You Had To Be There,ledger-cleanup
i-guess-you-had-to-be-there-1,I Guess You Had To Be There,ledger-cleanup
i-had-my-heart-set-on-you,I Had My Heart Set On You,ledger-cleanup
i-hardly-ever-sing-beer-drinking-songs,I Hardly Ever Sing Beer Drinking Songs,ledger-cleanup
i-hardly-knew-it-was-you,I Hardly Knew it was You,ledger-cleanup
i-hate-myself-for-falling-in-love-with-you-lyrics-and-chords,I Hate Myself For Falling In Love With You Lyrics and chords,ledger-cleanup
i-hate-to-see-you-cry,I Hate To See You Cry,ledger-cleanup
i-hate-you,I Hate You,ledger-cleanup
i-have-a-dream,I Have a Dream,ledger-cleanup
i-have-loved-you-girl,I Have Loved You Girl,ledger-cleanup
i-have-loved-you-girl-but-not-like-before,I Have Loved You Girl (But Not Like Before),ledger-cleanup
i-have-you-and-that-s-enough-for-me,I Have You And That's Enough For Me,ledger-cleanup
i-hear-you-knockin,I Hear You Knockin',ledger-cleanup
i-hear-you-talking,I Hear You Talking,ledger-cleanup
i-hear-you-talking-1,I Hear You Talking,ledger-cleanup
i-heard-you-crying-in-your-sleep,I Heard You Crying In Your Sleep,ledger-cleanup
i-honestly-love-you,I Honestly Love You,ledger-cleanup
i-hope-heaven-has-a-honky-tonk,I Hope Heaven Has A Honky Tonk,ledger-cleanup
i-hope-you-learned-a-lot,I Hope You Learned A Lot,ledger-cleanup
i-hurt-for-you,I Hurt For You,ledger-cleanup
i-just-called-to-say-i-love-you,I Just Called to Say I Love You,ledger-cleanup
i-just-came-home-to-count-the-memories,I Just Came Home to Count the Memories,ledger-cleanup
i-just-can-t-help-believing,I Just Can't Help Believing,ledger-cleanup
i-just-can-t-let-you-say-goodbye,I Just Can't Let You Say Goodbye,ledger-cleanup
i-just-dont-like-loving-you,I Just Don’t Like Loving You,ledger-cleanup
i-just-fall-in-love-again,I Just Fall In Love Again,ledger-cleanup
i-just-had-you-on-my-mind,I Just Had You On My Mind,ledger-cleanup
i-just-lost-my-favorite-girl,I Just Lost My Favorite Girl,ledger-cleanup
i-just-lost-my-favorite-girl-1,I Just Lost My Favorite Girl,ledger-cleanup
i-just-love-the-way-you-tell-a-lie,I Just Love The Way You Tell A Lie,ledger-cleanup
i-just-need-you-for-tonight,I Just Need You For Tonight,ledger-cleanup
i-just-said-goodbye-to-my-dreams,I Just Said Goodbye To My Dreams,ledger-cleanup
i-just-thought-i-d-call-to-say-i-love-you,I Just Thought I'd Call To Say I Love You,ledger-cleanup
i-just-want-somebody-to-love-me,I Just Want Somebody to Love Me,ledger-cleanup
i-just-want-to-look-at-you-one-more-time,I Just Want To Look At You One More Time,ledger-cleanup
i-just-want-to-love-you-forever,I Just Want To Love You Forever,ledger-cleanup
i-just-want-to-thanks-you-lord,I Just Want To Thanks You Lord,ledger-cleanup
i-just-want-you-to-know,I Just Want You to Know,ledger-cleanup
i-just-wanted-you-to-know,I Just Wanted You To Know,ledger-cleanup
i-keep-dreaming-of-you,I Keep Dreaming Of You,ledger-cleanup
i-keep-forgetting-that-i-forgot-about-you,I Keep Forgetting That I Forgot About You,ledger-cleanup
i-keep-meeting-girls-like-you,I Keep Meeting Girls Like You,ledger-cleanup
i-keep-putting-off-getting-over-you,I Keep Putting Off Getting Over You,ledger-cleanup
i-knew-the-moment-i-lost-you,I Knew The Moment I Lost You,ledger-cleanup
i-know,I Know,ledger-cleanup
i-know-1,I Know,ledger-cleanup
i-know-2,I Know,ledger-cleanup
i-know-a-goodbye-when-i-see-one,I Know A Goodbye When I See One,ledger-cleanup
i-know-and-you-know,I Know And You Know,ledger-cleanup
i-know-exactly-how-you-feel,I Know Exactly How You Feel,ledger-cleanup
i-know-i-ll-never-win-your-love-again,I Know I'll Never Win Your Love Again,ledger-cleanup
i-know-i-never-will,I Know I Never Will,ledger-cleanup
i-know-it-was-you,I Know it Was You,ledger-cleanup
i-know-love,I Know Love,ledger-cleanup
i-know-that-jesus-will-be-there,I Know That Jesus Will Be There,ledger-cleanup
i-know-you-dont-love-me-anymore,I Know You Don’t Love Me Anymore,ledger-cleanup
i-know-you-ll-never-change,I Know You'll Never Change,ledger-cleanup
i-know-you-re-married-but-i-love-you-still,I Know You're Married (But I Love You Still),ledger-cleanup
i-know-you-re-not-an-angel,I Know You're Not An Angel,ledger-cleanup
i-laugh-when-i-think-how-i-cried-over-you,I Laugh When I Think How I Cried Over You,ledger-cleanup
i-leaned-over-backwards-for-you,I Leaned Over Backwards For You,ledger-cleanup
i-learned-it-all-from-you,I Learned It All From You,ledger-cleanup
i-left-the-best-part-of-texas-in-tennessee,I Left The Best Part Of Texas In Tennessee,ledger-cleanup
i-left-you-some-kisses-on-the-door,I Left You Some Kisses On The Door,ledger-cleanup
i-let-her-down-somewhere,I Let Her Down Somewhere,ledger-cleanup
i-like-my-chicken-fryin-size,I Like My Chicken Fryin' Size,ledger-cleanup
i-live-just-to-love-you,I Live Just To Love You,ledger-cleanup
i-live-you,I Live You,ledger-cleanup
i-ll-always-be-a-fool-for-you,I'll Always Be A Fool For You,ledger-cleanup
i-ll-always-be-blue,I'll Always Be Blue,ledger-cleanup
i-ll-always-be-loving-you,I'll Always Be Loving You,ledger-cleanup
i-ll-always-be-your-fraulein,I'll Always Be Your Fraulein,ledger-cleanup
i-ll-always-keep-on-loving-you,I'll Always Keep On Loving You,ledger-cleanup
i-ll-always-love-you,I'll Always Love You,ledger-cleanup
i-ll-always-remember-you,I'll Always Remember You,ledger-cleanup
i-ll-always-speak-well-of-you,I'll Always Speak Well Of You,ledger-cleanup
i-ll-always-take-care-of-you,I'll Always Take Care of You,ledger-cleanup
i-ll-baby-sit-with-you,I'll Baby Sit With You,ledger-cleanup
i-ll-be-a-friend-to-you,I'll Be A Friend To You,ledger-cleanup
i-ll-be-blue-till-then,I'll Be Blue Till Then,ledger-cleanup
i-ll-be-here,I'll Be Here,ledger-cleanup
i-ll-be-here-in-the-morning,I'll Be Here In The Morning,ledger-cleanup
i-ll-be-home-for-christmas,I'll Be Home For Christmas,ledger-cleanup
i-ll-be-more-than-happy-to-set-you-free,I'll Be More Than Happy To Set You Free,ledger-cleanup
i-ll-be-satisfied-with-her-love,I'll Be Satisfied With Her Love,ledger-cleanup
i-ll-be-there,I'll Be There,ledger-cleanup
i-ll-be-there-1,I'll Be There,ledger-cleanup
i-ll-be-there-when-you-get-lonely,I'll Be There When You Get Lonely,ledger-cleanup
i-ll-be-true-to-you,I'll Be True To You,ledger-cleanup
i-ll-be-waiting-there-for-you,I'll Be Waiting There for You,ledger-cleanup
i-ll-call-you-charlie-you-call-me-joan,I'll Call You Charlie (You Call Me Joan),ledger-cleanup
i-ll-catch-you-when-you-fall,I'll Catch You When You Fall,ledger-cleanup
i-ll-do-anything-it-takes-to-stay-with-you,I'll Do Anything It Takes To Stay With You,ledger-cleanup
i-ll-do-as-much-for-you-someday,I'll Do As Much For You Someday,ledger-cleanup
i-ll-even-love-you,I'll Even Love You,ledger-cleanup
i-ll-follow-you,I'll Follow You,ledger-cleanup
i-ll-follow-you-on-up-to-our-cloud,I'll Follow You On Up To Our Cloud,ledger-cleanup
i-ll-get-even-with-you,I'll Get Even With You,ledger-cleanup
i-ll-get-over-losing-you,I'll Get Over Losing You,ledger-cleanup
i-ll-get-over-you,I'll Get Over You,ledger-cleanup
i-ll-give-my-heart-to-you,I'll Give My Heart To You,ledger-cleanup
i-ll-give-you-all-my-love-tonight,I'll Give You All My Love Tonight,ledger-cleanup
i-ll-give-you-something-to-drink-about,I'll Give You Something To Drink About,ledger-cleanup
i-ll-go-to-a-stranger,I'll Go To A Stranger,ledger-cleanup
i-ll-go-to-a-stranger-1,I'll Go To A Stranger,ledger-cleanup
i-ll-go-to-my-grave-loving-you,I'll Go To My Grave Loving You,ledger-cleanup
i-ll-have-a-new-body-i-ll-have-a-new-life,I'll Have a New Body I'll Have a New Life,ledger-cleanup
i-ll-help-you-forget-her,I'll Help You Forget Her,ledger-cleanup
i-ll-just-go-on-home,I'll Just Go On Home,ledger-cleanup
i-ll-keep-holding-on-to-you,I'll Keep Holding on to You,ledger-cleanup
i-ll-kiss-the-past-goodbye,I'll Kiss The Past Goodbye,ledger-cleanup
i-ll-leave-this-world-loving-you,I'll Leave This World Loving You,ledger-cleanup
i-ll-live-for-you,I'll Live For You,ledger-cleanup
i-ll-love-you-forever-and-ever,I'll Love You Forever And Ever,ledger-cleanup
i-ll-love-you-more,I'll Love You More,ledger-cleanup
i-ll-make-it-all-up-to-you,I'll Make It All Up To You,ledger-cleanup
i-ll-make-it-up-to-you,I'll Make It Up To You,ledger-cleanup
i-ll-meet-you-at-the-throne,I'll Meet You At The Throne,ledger-cleanup
i-ll-meet-you-by-the-river,I'll Meet You By The River,ledger-cleanup
i-ll-never-always-love-you-anymore,I'll Never Always Love You Anymore,ledger-cleanup
i-ll-never-be-anything-but-in-love-with-you,I'll Never Be Anything But In Love With You,ledger-cleanup
i-ll-never-be-free,I'll Never Be Free,ledger-cleanup
i-ll-never-be-in-love-again,I'll Never Be In Love Again,ledger-cleanup
i-ll-never-be-lonesome-with-you,I'll Never Be Lonesome With You,ledger-cleanup
i-ll-never-close-my-heart-to-you,I'll Never Close My Heart to You,ledger-cleanup
i-ll-never-get-over-loving-you,I'll Never Get Over Loving You,ledger-cleanup
i-ll-never-get-over-you,I'll Never Get Over You,ledger-cleanup
i-ll-never-get-over-you-1,I'll Never Get Over You,ledger-cleanup
i-ll-never-let-go-of-you,I'll Never Let Go Of You,ledger-cleanup
i-ll-never-let-you-go,I'll Never Let You Go,ledger-cleanup
i-ll-never-let-you-go-1,I'll Never Let You Go,ledger-cleanup
i-ll-never-let-you-go-little-darlin,I'll Never Let You Go (Little Darlin'),ledger-cleanup
i-ll-never-lose-you-though-you-re-gone,I'll Never Lose You Though You're Gone,ledger-cleanup
i-ll-never-love-nobody-but-you,I'll Never Love Nobody But You,ledger-cleanup
i-ll-never-make-it-through-this-fall,I'll Never Make It Through This Fall,ledger-cleanup
i-ll-never-regret-loving-you,I'll Never Regret Loving You,ledger-cleanup
i-ll-never-stop-loving-you,I'll Never Stop Loving You,ledger-cleanup
i-ll-never-take-you-back-again,I'll Never Take You Back Again,ledger-cleanup
i-ll-pick-up-my-heart-and-go-home,I'll Pick Up My Heart And Go Home,ledger-cleanup
i-ll-remember-you,I'll Remember You,ledger-cleanup
i-ll-remember-you-1,I'll Remember You,ledger-cleanup
i-ll-remember-you-love-in-my-prayers-lyrics-and-chords,I'll Remember You Love In My Prayers Lyrics and Chords,ledger-cleanup
i-ll-ride-back-to-lonesome-valley,I'll Ride Back To Lonesome Valley,ledger-cleanup
i-ll-sail-my-ship-alone,I'll Sail My Ship Alone,ledger-cleanup
i-ll-share-my-world-with-you,I'll Share My World With You,ledger-cleanup
i-ll-start-believing-in-you,I'll Start Believing In You,ledger-cleanup
i-ll-still-be-lovin-you,I'll Still Be Lovin' You,ledger-cleanup
i-ll-still-be-loving-you-this-much,I'll Still Be Loving You This Much,ledger-cleanup
i-ll-still-be-missing-you,I'll Still Be Missing You,ledger-cleanup
i-ll-still-be-waiting-for-you,I'll Still Be Waiting For You,ledger-cleanup
i-ll-still-love-you,I'll Still Love You,ledger-cleanup
i-ll-sure-come-a-long-way-down,I'll Sure Come a Long Way Down,ledger-cleanup
i-ll-take-a-back-seat-for-you,I'll Take A Back Seat For You,ledger-cleanup
i-ll-take-a-chance-on-loving-you,I'll Take A Chance On Loving You,ledger-cleanup
i-ll-take-a-chance-with-you,I'll Take A Chance With You,ledger-cleanup
i-ll-take-any-chance-i-can-with-you,I'll Take Any Chance I Can With You,ledger-cleanup
i-ll-take-my-chances-with-you,I'll Take My Chances With You,ledger-cleanup
i-ll-take-the-memories,I'll Take The Memories,ledger-cleanup
i-ll-take-you-home-again-kathleen,I'll Take You Home Again Kathleen,ledger-cleanup
i-ll-tell-the-world-i-love-you,I'll Tell The World I Love You,ledger-cleanup
i-ll-tell-the-world-that-i-love-you,I'll Tell the World That I Love You,ledger-cleanup
i-ll-tennessee-you-in-my-dreams,I'll Tennessee You In My Dreams,ledger-cleanup
i-ll-thank-you-all-my-life,I'll Thank You All My Life,ledger-cleanup
i-ll-think-of-something,I'll Think Of Something,ledger-cleanup
i-ll-wake-you-up-when-i-get-home-lyrics-and-chords,I'll Wake You Up When I Get Home Lyrics and Chords,ledger-cleanup
i-ll-waltz-you-home,I'll Waltz You Home,ledger-cleanup
i-ll-wander-back-to-you,I'll Wander Back To You,ledger-cleanup
i-look-at-you,I Look At You,ledger-cleanup
i-lost-my-love-today,I Lost My Love Today,ledger-cleanup
i-lost-the-only-love-i-ever-knew,I Lost The Only Love I Ever Knew,ledger-cleanup
i-lost-you-after-all,I Lost You After All,ledger-cleanup
i-love-everything-about-you,I Love Everything About You,ledger-cleanup
i-love-how-you-love-me,I Love How You Love Me,ledger-cleanup
i-love-the-way-you-say-goodnight,I Love The Way You Say Goodnight,ledger-cleanup
i-love-to-sing,I Love To Sing,ledger-cleanup
i-love-you-baby,I Love You Baby,ledger-cleanup
i-love-you-dear,I Love You Dear,ledger-cleanup
i-love-you-enough-to-let-you-go,I Love You Enough To Let You Go,ledger-cleanup
i-love-you-honey,I Love You Honey,ledger-cleanup
i-love-you-i-love-you,I Love You I Love You,ledger-cleanup
i-love-you-jesus,I Love You Jesus,ledger-cleanup
i-love-you-more-in-memory,I Love You More In Memory,ledger-cleanup
i-love-you-more-than-you-know,I Love You More Than You Know,ledger-cleanup
i-love-you-more-today,I Love You More Today,ledger-cleanup
i-love-you-mostly,I Love You Mostly,ledger-cleanup
i-love-you-nellie,I Love You Nellie,ledger-cleanup
i-love-you-so-much-it-hurts,I Love You So Much It Hurts,ledger-cleanup
i-love-you-that-s-all,I Love You That's All,ledger-cleanup
i-love-you-truly,I Love You Truly,ledger-cleanup
i-loved-you-once,I Loved You Once,ledger-cleanup
i-m-a-long-gone-daddy,I'm a Long Gone Daddy,ledger-cleanup
i-m-a-long-way-from-home,I'm A Long Way From Home,ledger-cleanup
i-m-a-long-way-from-home-1,I'm A Long Way From Home,ledger-cleanup
i-m-a-stranger-in-my-home,I'm A Stranger In My Home,ledger-cleanup
i-m-all-behind-you-now,I'm All Behind You Now,ledger-cleanup
i-m-all-through-with-you,I'm All Through With You,ledger-cleanup
i-m-all-wrapped-up-in-you,I'm All Wrapped Up In You,ledger-cleanup
i-m-alone-because-i-love-you,I'm Alone Because I Love You,ledger-cleanup
i-m-an-old-old-man,I'm An Old Old Man,ledger-cleanup
i-m-as-free-as-the-breeze,I'm As Free As The Breeze,ledger-cleanup
i-m-ashamed-of-you,I'm Ashamed Of You,ledger-cleanup
i-m-beginning-to-forget-you,I'm Beginning to Forget You,ledger-cleanup
i-m-biting-my-fingernails-and-thinking-of-you,I'm Biting My Fingernails And Thinking Of You,ledger-cleanup
i-m-comin-home-momma,I'm Comin' Home Momma,ledger-cleanup
i-m-coming-back-home-to-stay,I'm Coming Back Home To Stay,ledger-cleanup
i-m-completely-satisfied-with-you,I'm Completely Satisfied With You,ledger-cleanup
i-m-counting-on-you,I'm Counting On You,ledger-cleanup
i-m-counting-on-you-1,I'm Counting on you,ledger-cleanup
i-m-doing-this-for-you,I'm Doing This For You,ledger-cleanup
i-m-down-to-my-last-cigarette,I'm Down To My Last Cigarette,ledger-cleanup
i-m-down-to-my-last-i-love-you,I'm Down to My Last I Love You,ledger-cleanup
i-m-fallin-in-love-with-you,I'm Fallin' In Love With You,ledger-cleanup
i-m-falling-for-you,I'm Falling For You,ledger-cleanup
i-m-falling-in-love-tonight,I'm Falling In Love Tonight,ledger-cleanup
i-m-finally-over-you,I'm Finally Over You,ledger-cleanup
i-m-free,I'm Free,ledger-cleanup
i-m-free-at-last,I'm Free At Last,ledger-cleanup
i-m-free-from-the-chain-gang-now,I'm Free From The Chain Gang Now,ledger-cleanup
i-m-getting-good-at-missing-you,I'm Getting Good At Missing You,ledger-cleanup
i-m-getting-gray-from-being-blue,I'm Getting Gray From Being Blue,ledger-cleanup
i-m-glad-i-got-to-see-you,I'm Glad I Got To See You,ledger-cleanup
i-m-glad-it-was-you,I'm Glad It Was You,ledger-cleanup
i-m-going-home,I'm Going Home,ledger-cleanup
i-m-going-home-1,I'm Going Home,ledger-cleanup
i-m-going-to-cross-that-river,I'm Going To Cross That River,ledger-cleanup
i-m-gonna-be-a-wheel-someday,I'm Gonna Be A Wheel Someday,ledger-cleanup
i-m-gonna-bid-my-blues-goodbye,I'm Gonna Bid My Blues Goodbye,ledger-cleanup
i-m-gonna-change-everything,I'm Gonna Change Everything,ledger-cleanup
i-m-gonna-fall-out-of-love-with-you,I'm Gonna Fall Out of Love With You,ledger-cleanup
